,Case,Mitigation Case,Sector,Energy carrier,Formula,Year,Emissions Unit,Energy Unit,CI,Emissions Type,LCIA Method,GWP,timeframe_years,LCIA_estimate
204,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2040,g,mmbtu,0.35923357520617794,CH4,AR4,25,100,8.980839380154448
205,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2040,g,mmbtu,8633.488942813829,CO2,AR4,1,100,8633.488942813829
206,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2040,g,mmbtu,0.1346764243507284,N2O,AR4,298,100,40.13357445651707
207,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2040,g,mmbtu,0.010563488545476932,SF6,AR4,22800,100,240.84753883687407
208,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2041,g,mmbtu,0.35823073000815653,CH4,AR4,25,100,8.955768250203914
209,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2041,g,mmbtu,8475.886100232687,CO2,AR4,1,100,8475.886100232687
210,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2041,g,mmbtu,0.13453939658789124,N2O,AR4,298,100,40.09274018319159
211,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2041,g,mmbtu,0.010339858774099119,SF6,AR4,22800,100,235.7487800494599
212,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2042,g,mmbtu,0.3588993057001063,CH4,AR4,25,100,8.972482642502658
213,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2042,g,mmbtu,8405.534853834704,CO2,AR4,1,100,8405.534853834704
214,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2042,g,mmbtu,0.13423073211637548,N2O,AR4,298,100,40.000758170679894
215,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2042,g,mmbtu,0.010122746281551494,SF6,AR4,22800,100,230.79861521937406
216,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2043,g,mmbtu,0.3581750989409797,CH4,AR4,25,100,8.954377473524493
217,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2043,g,mmbtu,8316.392715429836,CO2,AR4,1,100,8316.392715429836
218,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2043,g,mmbtu,0.13369693779938183,N2O,AR4,298,100,39.84168746421578
219,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2043,g,mmbtu,0.009921570688255695,SF6,AR4,22800,100,226.21181169222984
220,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2044,g,mmbtu,0.3567933880211099,CH4,AR4,25,100,8.919834700527748
221,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2044,g,mmbtu,8177.818154263234,CO2,AR4,1,100,8177.818154263234
222,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2044,g,mmbtu,0.13326569958744958,N2O,AR4,298,100,39.71317847705998
223,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2044,g,mmbtu,0.009728967217432116,SF6,AR4,22800,100,221.82045255745223
224,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2045,g,mmbtu,0.34779009134012745,CH4,AR4,25,100,8.694752283503187
225,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2045,g,mmbtu,8083.522497833471,CO2,AR4,1,100,8083.522497833471
226,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2045,g,mmbtu,0.12954724293293587,N2O,AR4,298,100,38.60507839401489
227,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2045,g,mmbtu,0.009545832071144612,SF6,AR4,22800,100,217.64497122209715
228,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2046,g,mmbtu,0.35082769682963316,CH4,AR4,25,100,8.77069242074083
229,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2046,g,mmbtu,7981.537162389105,CO2,AR4,1,100,7981.537162389105
230,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2046,g,mmbtu,0.13174995381281193,N2O,AR4,298,100,39.261486236217955
231,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2046,g,mmbtu,0.009371137713462202,SF6,AR4,22800,100,213.6619398669382
232,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2047,g,mmbtu,0.3465699569518901,CH4,AR4,25,100,8.664248923797253
233,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2047,g,mmbtu,7851.967339682239,CO2,AR4,1,100,7851.967339682239
234,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2047,g,mmbtu,0.13034407003138973,N2O,AR4,298,100,38.84253286935414
235,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2047,g,mmbtu,0.009201537606124759,SF6,AR4,22800,100,209.7950574196445
236,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2048,g,mmbtu,0.3398107589443499,CH4,AR4,25,100,8.495268973608749
237,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2048,g,mmbtu,7739.7774863203595,CO2,AR4,1,100,7739.7774863203595
238,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2048,g,mmbtu,0.12922300828644026,N2O,AR4,298,100,38.508456469359196
239,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2048,g,mmbtu,0.009040564426677116,SF6,AR4,22800,100,206.12486892823824
240,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2049,g,mmbtu,0.3336492631947628,CH4,AR4,25,100,8.34123157986907
241,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2049,g,mmbtu,7623.554261998751,CO2,AR4,1,100,7623.554261998751
242,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2049,g,mmbtu,0.12640597623126154,N2O,AR4,298,100,37.66898091691594
243,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2049,g,mmbtu,0.00888048661790213,SF6,AR4,22800,100,202.47509488816857
244,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CH4,2050,g,mmbtu,0.3316280720451969,CH4,AR4,25,100,8.290701801129922
245,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,CO2,2050,g,mmbtu,7528.864699757304,CO2,AR4,1,100,7528.864699757304
246,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,N2O,2050,g,mmbtu,0.1252473889022752,N2O,AR4,298,100,37.323721892878005
247,Mitigation,NREL Electric Power Decarb,Electric Power,Electricity,SF6,2050,g,mmbtu,0.008731938323309629,SF6,AR4,22800,100,199.08819377145954
