,AEO Case,Case,GREET Pathway,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Year,Energy Unit,Electricity Production,Scope,Flow Name,Formula,EF_Unit (Numerator),EF_Unit (Denominator),EF_withElec,Total Emissions,Mitigation Case,"Emissions Category, Detailed","Emissions Category, Aggregate"
88,Reference case,Reference case,Coal-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,2021,mmbtu,3189917302.3094997,"Electricity, Combustion",Methane,CH4,g,MMBtu,48.92498415,156066653455.30304,-,CH4,CH4
89,Reference case,Reference case,Coal-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,2021,mmbtu,3189917302.3094997,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,7.06751911,22544801493.392036,-,N2O,N2O
90,Reference case,Reference case,Coal-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,2020,mmbtu,2616804403.41276,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,304336.4392,796388934217519.8,-,CO2,CO2
91,Reference case,Reference case,Coal-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,2020,mmbtu,2616804403.41276,"Electricity, Combustion",Methane,CH4,g,MMBtu,48.92498415,128027113960.61948,-,CH4,CH4
92,Reference case,Reference case,Coal-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Coal,Energy supply,Electricity,Coal,2020,mmbtu,2616804403.41276,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,7.06751911,18494315128.25183,-,N2O,N2O
93,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2050,mmbtu,18429125.09844,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,5159840744635.421,-,CO2,CO2
94,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2050,mmbtu,18429125.09844,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,209337290.97470078,-,CH4,CH4
95,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2050,mmbtu,18429125.09844,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,72071907.55078745,-,N2O,N2O
96,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2049,mmbtu,18358312.957019996,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,5140014552639.755,-,CO2,CO2
97,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2049,mmbtu,18358312.957019996,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,208532932.55975705,-,CH4,CH4
98,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2049,mmbtu,18358312.957019996,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,71794978.17499588,-,N2O,N2O
99,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2048,mmbtu,18243559.27668,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,5107885479107.92,-,CO2,CO2
100,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2048,mmbtu,18243559.27668,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,207229440.156106,-,CH4,CH4
101,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2048,mmbtu,18243559.27668,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,71346203.93333223,-,N2O,N2O
102,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2047,mmbtu,18117204.32034,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,5072508246139.603,-,CO2,CO2
103,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2047,mmbtu,18117204.32034,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,205794168.31763545,-,CH4,CH4
104,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2047,mmbtu,18117204.32034,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,70852059.87151287,-,N2O,N2O
105,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2046,mmbtu,18009237.38646,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,5042279345878.106,-,CO2,CO2
106,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2046,mmbtu,18009237.38646,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,204567766.8833537,-,CH4,CH4
107,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2046,mmbtu,18009237.38646,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,70429826.97464031,-,N2O,N2O
108,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2045,mmbtu,17984048.96898,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,5035227018536.902,-,CO2,CO2
109,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2045,mmbtu,17984048.96898,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,204281650.47516626,-,CH4,CH4
110,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2045,mmbtu,17984048.96898,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,70331321.08864343,-,N2O,N2O
111,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2044,mmbtu,19212204.40416,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,5379089595915.773,-,CO2,CO2
112,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2044,mmbtu,19212204.40416,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,218232325.30770072,-,CH4,CH4
113,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2044,mmbtu,19212204.40416,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,75134343.72316788,-,N2O,N2O
114,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2043,mmbtu,20299145.013299998,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,5683414430224.601,-,CO2,CO2
115,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2043,mmbtu,20299145.013299998,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,230578934.34922373,-,CH4,CH4
116,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2043,mmbtu,20299145.013299998,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,79385108.89387941,-,N2O,N2O
117,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2042,mmbtu,21474320.150699995,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,6012443427729.877,-,CO2,CO2
118,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2042,mmbtu,21474320.150699995,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,243927803.50986347,-,CH4,CH4
119,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2042,mmbtu,21474320.150699995,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,83980938.23500457,-,N2O,N2O
120,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2041,mmbtu,22518134.722379997,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,6304693707004.098,-,CO2,CO2
121,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2041,mmbtu,22518134.722379997,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,255784541.8817738,-,CH4,CH4
122,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2041,mmbtu,22518134.722379997,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,88063047.77131967,-,N2O,N2O
123,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2040,mmbtu,23545274.16588,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,6592275234758.885,-,CO2,CO2
124,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2040,mmbtu,23545274.16588,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,267451866.69545978,-,CH4,CH4
125,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2040,mmbtu,23545274.16588,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,92079944.86319333,-,N2O,N2O
126,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2039,mmbtu,23872788.423779994,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,6683973641673.735,-,CO2,CO2
127,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2039,mmbtu,23872788.423779994,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,271172116.4163854,-,CH4,CH4
128,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2039,mmbtu,23872788.423779994,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,93360774.91838305,-,N2O,N2O
129,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2038,mmbtu,24244448.948999994,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,6788032250585.402,-,CO2,CO2
130,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2038,mmbtu,24244448.948999994,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,275393825.64545643,-,CH4,CH4
131,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2038,mmbtu,24244448.948999994,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,94814250.48333,-,N2O,N2O
132,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2037,mmbtu,25264122.630179998,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,7073523492208.714,-,CO2,CO2
133,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2037,mmbtu,25264122.630179998,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,286976346.5169704,-,CH4,CH4
134,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2037,mmbtu,25264122.630179998,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,98801950.76152699,-,N2O,N2O
135,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2036,mmbtu,25866477.940799996,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,7242172706855.788,-,CO2,CO2
136,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2036,mmbtu,25866477.940799996,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,293818528.56608397,-,CH4,CH4
137,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2036,mmbtu,25866477.940799996,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,101157618.54433481,-,N2O,N2O
138,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2035,mmbtu,26204467.468499996,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,7336804010673.578,-,CO2,CO2
139,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2035,mmbtu,26204467.468499996,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,297657767.36492014,-,CH4,CH4
140,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2035,mmbtu,26204467.468499996,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,102479414.87831222,-,N2O,N2O
141,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2034,mmbtu,26547551.321219996,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,7432861638620.388,-,CO2,CO2
142,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2034,mmbtu,26547551.321219996,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,301554872.839105,-,CH4,CH4
143,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2034,mmbtu,26547551.321219996,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,103821133.90096386,-,N2O,N2O
144,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2033,mmbtu,26644333.260179996,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,7459958931048.714,-,CO2,CO2
145,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2033,mmbtu,26644333.260179996,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,302654223.39475787,-,CH4,CH4
146,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2033,mmbtu,26644333.260179996,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,104199624.95358044,-,N2O,N2O
147,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2032,mmbtu,26835979.515419997,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,7513616614257.336,-,CO2,CO2
148,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2032,mmbtu,26835979.515419997,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,304831142.14066094,-,CH4,CH4
149,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2032,mmbtu,26835979.515419997,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,104949107.69442314,-,N2O,N2O
150,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2031,mmbtu,27137752.589159995,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,7598107928587.244,-,CO2,CO2
151,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2031,mmbtu,27137752.589159995,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,308258996.55091655,-,CH4,CH4
152,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2031,mmbtu,27137752.589159995,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,106129270.12512623,-,N2O,N2O
153,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2030,mmbtu,28152007.792019997,"Electricity, Combustion",Carbon dioxide,CO2,g,MMBtu,279982.9464,7882082088685.518,-,CO2,CO2
154,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2030,mmbtu,28152007.792019997,"Electricity, Combustion",Methane,CH4,g,MMBtu,11.35904661,319779968.67463833,-,CH4,CH4
155,Reference case,Reference case,Oil-Fired Power Plant,Electric Power,Electric Power Sector,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,2030,mmbtu,28152007.792019997,"Electricity, Combustion",Nitrous oxide,N2O,g,MMBtu,3.910761209,110095780.02849755,-,N2O,N2O
