,Case,Mitigation Case,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Scope,Formula,"Emissions Category, Detailed","Emissions Category, Aggregate",Year,EF_Unit (Numerator),Total Emissions
1378,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2026,g,5.28863579305668
1379,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2026,g,1.820803489775892
1380,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2025,g,130332.0615492
1381,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2025,g,5.287636196955
1382,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2025,g,1.8204593427895
1383,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2024,g,131163.33091706163
1384,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2024,g,5.32136120634009
1385,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2024,g,1.832070392819021
1386,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2023,g,211488.4783585968
1387,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2023,g,8.58019216542282
1388,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2023,g,2.954040408352658
1389,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CO2,CO2,CO2,2022,g,212347.7460210984
1390,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",CH4,CH4,CH4,2022,g,8.61505307946891
1391,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Petroleum,Energy supply,Electricity,Petroleum,"Electricity, Combustion",N2O,N2O,N2O,2022,g,2.966042534503079
1392,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2050,g,20156231.33870294
1393,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2050,g,545.4593249096638
1394,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2050,g,69.984468670372
1395,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2049,g,19892931.004417356
1396,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2049,g,538.3340037038025
1397,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2049,g,69.0702633466652
1398,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2048,g,19637977.78620416
1399,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2048,g,531.4345685885146
1400,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2048,g,68.18504005206096
1401,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2047,g,19361840.893178914
1402,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2047,g,523.9618699118038
1403,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2047,g,67.2262649013932
1404,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2046,g,19110072.129976165
1405,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2046,g,517.148611158109
1406,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2046,g,66.35209835584912
1407,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2045,g,18881148.43898065
1408,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2045,g,510.9535759926575
1409,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2045,g,65.5572522057348
1410,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2044,g,18772554.087803345
1411,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2044,g,508.0148420355592
1412,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2044,g,65.18020166290071
1413,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2043,g,18518468.92530847
1414,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2043,g,501.13889787342316
1415,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2043,g,64.29799234532432
1416,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2042,g,18268339.64690217
1417,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2042,g,494.3700061571595
1418,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2042,g,63.42951825639304
1419,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2041,g,18025973.104600962
1420,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2041,g,487.8111862903493
1421,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2041,g,62.587997170362634
1422,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2040,g,17794590.186410766
1423,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2040,g,481.5496005687511
1424,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2040,g,61.78461233532912
1425,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2039,g,17572289.24837201
1426,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2039,g,475.5337875156148
1427,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2039,g,61.01276105161744
1428,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2038,g,17362726.262378633
1429,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2038,g,469.8626834810768
1430,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2038,g,60.28513722247624
1431,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2037,g,17161437.658470307
1432,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2037,g,464.415497241007
1433,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2037,g,59.58624288269576
1434,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2036,g,16969074.08242494
1435,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2036,g,459.2098362935937
1436,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2036,g,58.91833714005736
1437,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2035,g,16787541.00630669
1438,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2035,g,454.2972657101183
1439,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2035,g,58.288035985801436
1440,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2034,g,16608919.401740022
1441,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2034,g,449.4634841264483
1442,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2034,g,57.66784375449656
1443,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2033,g,16439851.162204685
1444,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2033,g,444.88823162755807
1445,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2033,g,57.08082177037216
1446,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2032,g,16281760.474614441
1447,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2032,g,440.6100489515188
1448,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2032,g,56.531914954072
1449,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2031,g,16127009.34627263
1450,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2031,g,436.4222400017251
1451,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2031,g,55.994603424394
1452,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2030,g,15984037.295776406
1453,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2030,g,432.5531914264154
1454,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2030,g,55.49819004132872
1455,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2029,g,15850046.638683245
1456,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2029,g,428.92719348393786
1457,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2029,g,55.032960962247195
1458,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2028,g,15718679.553275235
1459,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2028,g,425.3721935180259
1460,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2028,g,54.57684118873568
1461,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CO2,CO2,CO2,2027,g,15589638.899433468
1462,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",CH4,CH4,CH4,2027,g,421.8801504496731
1463,Reference case,-,Electric Power,End-Use Sectors,Electricity Generation,Electricity,Natural Gas,Energy supply,Electricity,Natural Gas,"Electricity, Combustion",N2O,N2O,N2O,2027,g,54.12879902032432
