Table 6-81:  Net CO2 Flux from Soil C Stock Changes in Settlements Remaining Settlements (MMT CO2 Eq.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soil Type,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Organic Soils,11.3,11.3,11.3,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.6,11.9,12.2,12.4,12.7,13.1,13.4,13.7,14.0,14.3,14.7,15.1,15.7,16.0,16.0,15.9,15.9
