Table A-162: Emission Factors for Other Livestock (kg CH4/head/year),
Livestock Type,Emission Factor
Swine,1.5
Horses,18
Sheep,9
Goats,9
American Bison,82.2
Mules and Asses,10
"Source: IPCC (2006), IPCC (2019), except American Bison, as described in text.",
