Table A-128:  Annual Variable Carbon Content Coefficient for Distillate Fuel Oil (MMT Carbon/QBtu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuel,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Distillate Fuel Oil,20.17 ,20.17 ,20.17 ,20.17 ,20.17 ,20.17 ,20.17 ,20.17 ,20.17 ,20.17 ,20.39 ,20.36 ,20.36 ,20.37 ,20.39 ,20.37 ,20.33 ,20.25 ,20.25 ,20.23 ,20.24 ,20.22 ,20.22 ,20.23 ,20.23 ,20.22 ,20.21 ,20.20 ,20.22 ,20.22 
Source: EPA (2020).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
