Table A-127:  Annual Variable Carbon Content Coefficient for Jet Fuel (MMT Carbon/QBtu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuel,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Jet Fuel,19.40 ,19.40 ,19.39 ,19.37 ,19.35 ,19.34 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 ,19.70 
Source: EPA (2010).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
