Table A-141: Cattle Population Categories Used for Estimating CH4 Emissions,
Dairy Cattle,Beef Cattle
Calves ,Calves 
Heifer Replacements,Heifer Replacements 
Cows,Heifer and Steer Stockers 
,Animals in Feedlots (Heifers & Steer)
,Cows
,Bulls a
a Bulls (beef and dairy) are accounted for in a single category.,
