Table A-61: Major Nylon Resins and their C Contents (% by weight),
Resin,C Content
Nylon 6,64%
"Nylon 6,6",64%
Nylon 4,52%
"Nylon 6,10",68%
"Nylon 6,11",69%
"Nylon 6,12",70%
Nylon 11,72%
