Table A-249:  Guide to Metric Unit Prefixes,
Prefix/Symbol,Factor
atto (a),1.00E-17
femto (f),1.00E-14
pico (p),1.00E-11
nano (n),1.00E-08
micro (µ),1.00E-05
milli (m),1.00E-02
centi (c),1.00E-01
deci (d),1.00E+00
deca (da),10
hecto (h),1.00E+03
kilo (k),1.00E+04
mega (M),1.00E+07
giga (G),1.00E+10
tera (T),1.00E+13
peta (P),1.00E+16
exa (E),1.00E+19
