Table A-36:  Carbon Content of Pipeline-Quality Natural Gas by CO2 and Heat Content (MMT C/QBtu),
Sample,Average Carbon Content
Full Sample,14.48
< 1.0% CO2,14.43
< 1.5% CO2 ,14.47
"< 1.0 % CO2 and <1,050 Btu/cf",14.42
"< 1.5 % CO2 and <1,050 Btu/cf",14.47
Source: EPA (2010).,
