Table 3-93: Commercial and Industrial Meter National Emissions (Metric Tons CO2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
,Commercial Meters,"2,919","3,002","3,038","3,076","3,124","3,194","3,252","3,280","3,476","3,452","3,452","3,442","3,489","3,550","3,541","3,581","3,633","3,658","3,751","3,667","3,653","3,665","3,690","3,702","3,730","3,757","3,772","3,789","3,802","3,822"
,Industrial Meters,675,669,648,648,627,647,637,726,699,706,681,671,637,635,646,638,599,613,696,642,596,585,585,594,594,582,584,572,572,566
,Total,"3,594","3,671","3,686","3,724","3,751","3,842","3,889","4,007","4,175","4,158","4,133","4,113","4,126","4,185","4,188","4,219","4,232","4,271","4,447","4,309","4,248","4,250","4,276","4,296","4,324","4,340","4,356","4,361","4,374","4,388"
,Previous Estimate,"1,277","1,311","1,324","1,340","1,358","1,389","1,412","1,432","1,511","1,501","1,499","1,494","1,510","1,536","1,533","1,549","1,567","1,578","1,625","1,585","1,575","1,579","1,589","1,595","1,607","1,617","1,623","1,629","1,653",NA
,NA (Not Applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
