Table 3-60: Quantity of CO2 Captured and Extracted for EOR Operations (kt CO2),,,,,,,,,,,
,,,,,,,,,,,
,Stage ,2015,2016,2017,2018,2019,,,,,
,Total CO2 Captured and Extracted Stage ,"54,000","46,700"," 49,600 ","48,400"," 52,100 ",,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
