Table 4-24:  CO2 Emissions from Urea Consumption for Non-Agricultural Purposes (kt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
,Urea Consumption,"3,784","3,501","3,863","4,568","4,268","4,255","3,859","3,931","4,844","4,650","4,231","4,072","3,700","3,558",3673.041874,"3,653","3,519","4,944","4,065","3,427","4,730","5,093","4,820","4,556",1806.508236,"4,578","5,132","5,028","5,857","6,222"
,Total,"3,784","3,501","3,863","4,568","4,268","4,255","3,859","3,931","4,844","4,650","4,231","4,072","3,700","3,558",3673.041874,"3,653","3,519","4,944","4,065","3,427","4,730","5,093","4,820","4,556",1806.508236,"4,578","5,132","5,028","5,857","6,222"
